TEAM,CONF,G,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,YEAR
Southern_Illinois,MVC,0.26666666666666666,99.0,103.4,.3785,45.6,52.5,20.9,22,32.5,31.1,35.8,53.1,46.6,49.6,28.6,39.8,64.9,-12.4,2012
Cal_St__Bakersfield,ind,0.5,101.7,106.4,.3716,50.9,53.1,22.2,22.9,34.7,32.8,34.3,49.5,49.4,54,36.2,34.3,65.2,-8.7,2012
Rider,MAAC,0.40625,103.4,108.3,.3715,52.2,50.6,21.7,18.4,28.2,34.9,40.9,33.4,49.5,48.5,37.7,35.8,67.8,-11.6,2012
Eastern_Washington,BSky,0.43333333333333335,100.6,105.3,.3712,47.4,50.9,17.2,22.3,31.1,32.2,35.4,59,43.9,48.6,35,36.8,67.5,-10,2012
South_Alabama,SB,0.5714285714285714,100.4,105.2,.3694,46.8,47.3,24.2,18.8,42.6,33.2,37.7,31.3,45.4,45,34,34.5,64.5,-5.9,2012
Lipscomb,ASun,0.4,100.1,104.9,.3690,49.4,51.4,20.7,20.5,30.9,35.2,33.8,31.3,46.1,51.8,36.9,33.8,68.7,-9.7,2012
North_Carolina_Central,MEAC,0.4642857142857143,96.8,101.7,.3614,50,47.6,23.4,24,29.4,35,45.7,41.8,49.7,47.8,33.6,31.5,65.2,-9.6,2012
Boston_College,ACC,0.2903225806451613,96.7,101.7,.3597,48.1,49.5,22.3,18,22.4,32.7,33.7,28.4,46,48.1,33.9,34.9,64.1,-11.4,2012
Arizona_St_,P12,0.3225806451612903,100.0,105.3,.3565,51.7,49.6,25.7,17.8,29.6,30.1,41.3,38.3,50.2,46.6,36.4,36.8,62.6,-11.3,2012
Morehead_St_,OVC,0.5,98.6,103.8,.3561,50,52.8,24.5,24.5,34.8,31.2,37.4,42.4,48.1,53,35.6,35,60,-9.1,2012
Wright_St_,Horz,0.3870967741935484,94.5,99.5,.3558,45.7,52.3,21.8,25.5,25,30,37.4,45.6,42.6,54,34.3,33.3,62.5,-10.8,2012
Sacred_Heart,NEC,0.4375,102.0,107.5,.3538,51.9,50.7,22.1,20.1,31.3,32.7,34.9,35,50.2,49.1,36.9,35.8,66.5,-12.5,2012
Western_Carolina,SC,0.45454545454545453,101.5,107.0,.3523,47.6,52,19.6,21.2,33.7,34.2,31.6,43.3,44.7,50.9,35.3,36.2,65.4,-11.1,2012
Furman,SC,0.4482758620689655,98.4,103.7,.3520,47.6,48.5,21.7,19,33.3,31.3,37.9,39.3,45.4,49.3,34,31,63.6,-10.6,2012
UNC_Wilmington,CAA,0.3333333333333333,100.4,105.8,.3520,46.6,48.8,20.7,16.7,34,33.3,33.6,37.3,45.4,50,32.9,30.8,65.8,-11.8,2012
Northwestern_St_,Slnd,0.4482758620689655,96.8,102.1,.3502,47.2,47.7,20.5,22.7,31.9,39.6,42.4,39.1,47.5,47,31.1,33,69,-9.7,2012
Stetson,ASun,0.2857142857142857,101.6,107.2,.3500,50.9,51.8,24.3,19,33,34.5,34.3,32.6,50.5,51.3,34.3,35.4,70.5,-12.3,2012
Texas_Tech,B12,0.25806451612903225,95.0,100.3,.3497,48.6,48,26,19.1,26.8,33,40.1,47.9,46.8,46.7,35.7,33.6,64.1,-11.1,2012
High_Point,BSth,0.3793103448275862,105.7,111.7,.3469,51.3,50.9,19.3,17.5,31.7,34.6,37.9,40.6,45.3,50.8,40.6,34.2,63.5,-12.8,2012
Southeast_Missouri_St_,OVC,0.4482758620689655,104.9,110.8,.3466,52.1,49.3,20,15.8,34,30.8,34.4,41.5,50.6,46.3,37.4,37.9,64.7,-11.1,2012
Siena,MAAC,0.45161290322580644,97.2,102.7,.3457,46.7,47.2,21.3,17.8,33.2,32.2,34.2,25.1,47,42.7,30.7,36.7,64.5,-11,2012
James_Madison,CAA,0.375,101.9,107.8,.3445,49.2,49.3,19.4,20.3,29.1,36.5,31.4,42.4,45.5,47,36.7,36.3,65.4,-12.5,2012
FIU,SB,0.2857142857142857,99.1,104.9,.3422,46.4,49.8,22.3,21.1,32.5,35.8,39,47.7,44.9,50.1,33.4,32.8,63.7,-13.2,2012
Southern_Utah,Sum,0.41379310344827586,98.1,104.1,.3356,49.8,52,20.9,19.3,31.6,28.9,37.1,46.8,50.7,51.2,30.4,35.8,62.9,-10.9,2012
Austin_Peay,OVC,0.3548387096774194,100.9,107.0,.3353,48.2,52.8,21.2,21.5,34.3,36.1,41.3,35.4,48.6,51.1,31.3,37.8,67.8,-11.7,2012
USC,P12,0.1875,89.9,95.4,.3353,42.6,48.5,17.4,24.5,23.7,35.7,26.9,33.2,43.3,47.4,27.1,34.1,60,-14.1,2012
Elon,SC,0.4482758620689655,98.4,104.5,.3344,47.5,48.6,19.5,17.8,27.3,32.4,32.6,34.1,45.1,48.2,34.5,33,68.5,-9.6,2012
Utah_Valley,GWC,0.5517241379310345,98.4,104.5,.3341,46.1,47.6,19.1,17.5,34.2,28.4,35.2,30.3,45.7,48.6,31.4,30.4,64.9,-7.6,2012
McNeese_St_,Slnd,0.4666666666666667,100.7,106.9,.3340,46.3,49,18.3,19.6,32.3,31.5,34.2,39.6,45.7,48.2,32,33.9,63.9,-9.2,2012
Lafayette,Pat,0.41935483870967744,105.6,112.3,.3282,52.4,53,19,18.3,23.8,32.9,34.3,37.9,48.1,50.9,38.5,38.4,65.3,-11,2012
Jacksonville,ASun,0.26666666666666666,99.4,105.9,.3266,46.3,52.3,22.2,21,36.3,35,35,54.1,45.7,51.8,31.9,35.6,65.7,-12.9,2012
Morgan_St_,MEAC,0.3103448275862069,99.3,106.2,.3160,47.6,48.2,22.9,20.9,34.9,37,41,39.2,48.2,46.8,30.7,34.1,65.8,-14.6,2012
Marist,MAAC,0.4375,98.9,106.0,.3105,47.4,51.5,21.7,19.4,31.1,32.8,42.3,26.7,44.5,50,35.7,36.8,67.6,-11.3,2012
Campbell,BSth,0.5161290322580645,102.3,109.6,.3102,52.9,49.3,20.7,17.3,31.5,32.1,44,43,51.9,49.6,37.1,32.6,67.7,-9.3,2012
North_Dakota,GWC,0.4642857142857143,96.3,103.2,.3088,49.8,49.1,21.6,19.7,28,30.1,37.7,36.6,49.3,46.1,33.9,37,66.7,-9.3,2012
Presbyterian,BSth,0.4642857142857143,102.1,109.6,.3083,51.7,51.8,20.9,17,30.2,30.9,39.4,31.7,52.1,51.2,34,35.6,60.1,-10.1,2012
Niagara,MAAC,0.42424242424242425,102.7,110.4,.3033,46.9,53,18.5,23.3,33.6,35.8,37,50.7,45.5,52.3,32.6,36.1,67.1,-11.6,2012
Northern_Colorado,BSky,0.3076923076923077,104.6,112.6,.2992,55.1,54,24.1,17.5,33.5,27.8,41.8,40,49.6,50.3,45.1,39.3,66.1,-12.2,2012
Delaware_St_,MEAC,0.48148148148148145,101.6,109.5,.2970,47.8,47.9,16.6,21.4,30.4,41.6,31.6,35,45.9,47.4,34.4,32.9,59.9,-9.4,2012
Santa_Clara,WCC,0.21428571428571427,104.4,112.6,.2950,47,52.4,16.8,17.7,29.8,34,34.8,51,43,51.3,35.9,36.8,65.4,-14.4,2012
Appalachian_St_,SC,0.3793103448275862,100.0,107.9,.2942,50.1,48.8,21.1,16.2,30.4,32.5,38.4,39.7,49.3,49.2,34.4,31.9,65.3,-12.3,2012
Winthrop,BSth,0.3333333333333333,95.1,102.6,.2938,45.4,51.8,19,21.6,32,29,31.4,44.2,45,48.9,30.8,37.9,62,-13.9,2012
IPFW,Sum,0.3448275862068966,98.7,106.9,.2855,50.1,53.6,21,19.4,30.6,28.4,36.8,42.2,49.9,51.2,33.8,38.8,68.2,-12.6,2012
Bethune_Cookman,MEAC,0.48484848484848486,102.2,110.8,.2841,48.4,51.7,20.6,23.8,34.2,37.3,37,43.1,46.7,51.1,35.3,35.5,62,-11.1,2012
Gardner_Webb,BSth,0.3333333333333333,95.6,103.7,.2830,45.8,49.4,21.1,19.6,34.6,30.3,35.1,41.4,46.1,49.6,30.2,32.7,63.9,-14.5,2012
Troy,SB,0.3333333333333333,105.1,114.0,.2814,47.8,54.6,17.8,21,33.6,37.6,25.8,33.2,45.8,52,33.9,39.4,67.4,-11.7,2012
Fordham,A10,0.35714285714285715,95.4,103.6,.2782,42.2,48.8,20.3,18.9,36.2,35.1,32,35.6,42.7,46.2,27.4,35.5,66.3,-9.4,2012
VMI,BSth,0.4666666666666667,102.0,110.9,.2761,50.6,54,18.2,20.8,26.8,36.4,39.1,36.8,53.2,54.8,31.6,34.8,73,-10.7,2012
Pacific,BW,0.32142857142857145,98.0,106.8,.2715,46.5,51.1,18.8,20.4,29.5,34.9,35,34.5,45.7,49,31.9,36,61.6,-13.3,2012
UC_Irvine,BW,0.3448275862068966,96.8,105.5,.2715,48.3,47.9,21.1,18.2,30,33.2,32,36.8,45.1,44,35.7,37.1,68.6,-12.1,2012
Bradley,MVC,0.21875,93.8,102.3,.2702,44.4,51.4,20.3,19.2,26.3,31.5,36.3,32.3,44.2,50,30,36.1,67.9,-14.6,2012
Georgia_Southern,SC,0.4642857142857143,96.3,105.0,.2701,50.8,51.8,22.4,22.5,29,32.5,32.9,37.8,50.6,53.5,34.3,32.4,65.3,-9.5,2012
Texas_St_,Slnd,0.34615384615384615,99.6,108.8,.2658,49.2,51.5,19.5,23,30,36.2,32.6,44.9,46.2,50.7,36.4,35.6,71.6,-12.7,2012
Mississippi_Valley_St_,SWAC,0.6176470588235294,96.0,105.1,.2612,46.3,49.6,20.6,23.5,33.3,32.3,35,42.1,44.9,45.8,32.4,38.1,69,-4.8,2012
Samford,SC,0.32142857142857145,102.4,112.1,.2611,51.1,51.2,20.2,18.9,28.6,36.2,29.8,33.1,53.2,49,32.4,36.3,61.8,-13.6,2012
UNC_Greensboro,SC,0.3870967741935484,98.1,107.5,.2573,45.9,52.7,21,22.1,34.8,34.3,31.9,45.3,43.7,51.4,33.6,36.7,70.7,-11.2,2012
Central_Michigan,MAC,0.3225806451612903,96.8,106.2,.2566,45.3,50,18.8,22.5,31.6,35.3,32.8,46.8,42.8,47,33.4,36.9,64,-13.7,2012
Portland,WCC,0.2,98.6,108.3,.2537,47.4,52.3,22.9,16.8,31.5,32.8,34,45.6,47.2,51,31.9,36.7,67,-14,2012
Liberty,BSth,0.3793103448275862,100.9,111.0,.2512,48,52.2,17.9,17,31.9,31.9,34.2,31.2,48.1,52.5,31.6,34.5,64.4,-13.4,2012
Chattanooga,SC,0.27586206896551724,97.2,106.9,.2510,46.3,50,19.7,17.4,31.2,29.1,37.4,30.2,45.3,49.8,32,33.5,67.5,-14.7,2012
UMKC,Sum,0.3333333333333333,99.9,109.9,.2490,51.4,52.6,20.3,18.9,25.8,34.7,29.6,40.6,47.7,52.6,37.7,35.1,63.1,-12.9,2012
Eastern_Michigan,MAC,0.41935483870967744,90.6,99.8,.2486,42.5,47.7,22.9,23.3,31.6,36.7,35.7,39.4,40.7,47.7,30.8,31.9,59.2,-10.5,2012
South_Dakota,Sum,0.3076923076923077,99.5,109.7,.2471,50.5,52.5,19.1,16.8,25,30.3,32.2,29.6,49.1,50.5,35.5,38,67.9,-12.9,2012
Hampton,MEAC,0.36363636363636365,92.4,101.9,.2439,45.2,45.5,20.7,22,32.6,35.7,38.7,37.4,46.4,41.6,28.6,35.5,66.9,-16.5,2012
UC_Riverside,BW,0.41379310344827586,90.2,99.6,.2436,44.1,44.9,20.7,18.7,28.6,33.8,29.6,37.1,43.1,43.2,31.4,31.9,62.3,-10.8,2012
Coppin_St_,MEAC,0.4074074074074074,106.1,117.2,.2424,52,53.3,18.8,17.9,30.2,35.3,33.7,28.1,49.4,53.1,36.8,35.7,67.9,-10.5,2012
Eastern_Kentucky,OVC,0.4666666666666667,100.2,110.7,.2420,49.4,51.8,17.3,20.4,27.6,34.1,31.5,42.6,50.1,53.3,32.2,32.5,61.7,-11.2,2012
NJIT,GWC,0.39285714285714285,98.2,108.6,.2390,47.3,49.7,18.7,20.4,28.7,33.1,30.7,44.8,44.4,49.1,34.5,33.9,63.9,-12.5,2012
Maine,AE,0.39285714285714285,96.0,106.3,.2373,47.9,47.1,19.7,19.1,31,35.3,25.9,35.9,48.2,44.6,31.5,35.4,66.4,-12.5,2012
Sacramento_St_,BSky,0.3076923076923077,99.0,109.8,.2320,50.6,51.9,20.8,17.7,30.1,29.6,37.6,40.3,49.7,50.4,35.1,36.6,64.6,-13.9,2012
San_Jose_St_,WAC,0.26666666666666666,98.8,109.7,.2313,45.1,51.5,16.5,18.3,29.5,34.4,32.4,33.2,42.6,50.8,32.7,35.1,64.2,-15.6,2012
New_Hampshire,AE,0.42857142857142855,92.1,102.3,.2309,46.4,45.5,20.1,19.7,28.3,30.2,33.9,40.9,43.3,46.2,33.9,29.2,64.2,-12.3,2012
Sam_Houston_St_,Slnd,0.32142857142857145,89.7,99.8,.2266,45.6,47.7,24.1,21.7,29,30.6,41.1,38,45.9,46.6,29.9,33.1,62.5,-13,2012
Monmouth,NEC,0.375,97.4,108.4,.2263,47.1,55.3,20,24.7,29.6,37.9,32.5,42.5,45.8,54.6,33.3,37.6,67.9,-12.6,2012
Loyola_Chicago,Horz,0.20689655172413793,95.5,106.5,.2223,45.9,51,23.8,19.6,32.5,32.1,37.7,32.9,45.6,49.8,31.1,35.5,59.3,-16.2,2012
Pepperdine,WCC,0.32142857142857145,94.9,105.8,.2212,44.5,48.8,21.6,16,33.9,29.3,36.6,41.3,43.1,47.4,31.9,34.4,60.6,-12.1,2012
Illinois_Chicago,Horz,0.25,97.8,109.3,.2182,45.7,51.8,22.6,18,34,31.4,33,43.7,43.6,49.7,32.9,37.9,64,-14.4,2012
North_Carolina_A_T,MEAC,0.3103448275862069,94.7,106.2,.2121,47.4,49.9,21.6,22.2,29.3,37.9,36.8,35.9,45.3,49.4,33.9,33.7,68.3,-13.9,2012
William___Mary,CAA,0.16129032258064516,97.8,110.0,.2065,47.2,51.6,20.3,15.2,25,31.4,33.3,34.8,46.7,51.1,32,35.1,62.5,-18,2012
Montana_St_,BSky,0.37037037037037035,96.7,108.8,.2060,46.9,53.6,20.4,20.8,31.3,31.4,35.6,39.8,44.3,51.1,34.7,38.6,66.2,-12.4,2012
Mount_St__Mary_s,NEC,0.27586206896551724,93.7,105.5,.2038,47.6,49.6,25.4,20.6,34.7,34.4,30,38.7,47.7,49.8,31.7,32.8,62.5,-15.2,2012
Utah,P12,0.16666666666666666,93.4,105.4,.2003,46,54,22.3,17.4,23.3,32.3,33.3,33.7,45.7,51.3,31,39.5,60.9,-14.6,2012
Dartmouth,Ivy,0.13793103448275862,91.4,103.2,.1989,44.3,48.7,21.5,19.1,27.3,27.8,36.1,38.5,41.9,45.2,33.1,37.6,62.5,-19.2,2012
Army,Pat,0.3793103448275862,93.4,105.6,.1957,48.9,51.7,21.9,22.1,23.9,30.5,37,36.6,46.2,51.5,35.1,34.6,68.7,-13.3,2012
Texas_Southern,SWAC,0.45454545454545453,91.4,103.4,.1955,46.8,46.7,25.4,24.1,33.6,34.4,45,34.1,45.5,44.9,33,33.1,65.2,-11.2,2012
Southeastern_Louisiana,Slnd,0.34615384615384615,86.9,98.9,.1851,43.7,46.4,23.5,20.7,31.6,31,40.3,39.1,43.9,47,28.7,29.8,62.8,-12.8,2012
Idaho_St_,BSky,0.27586206896551724,97.6,111.1,.1844,47.4,55,21.1,22.5,31,34.5,34.1,44.5,45.1,52.7,34.5,39.3,64.4,-14.9,2012
Cal_St__Northridge,BW,0.19230769230769232,98.7,112.8,.1776,42.7,54.3,20.1,21.6,34.6,36.2,36.8,49,41.3,53.2,30.4,37.3,68.1,-15.7,2012
Hartford,AE,0.2903225806451613,91.3,105.4,.1612,48.6,51.2,23.1,23.1,21.7,31.6,30.8,42.9,50.5,49.4,31,36.5,64.9,-16.9,2012
Eastern_Illinois,OVC,0.37037037037037035,96.1,111.1,.1588,47.3,51.8,20.3,20.1,31.5,34.6,30.8,35.1,46.2,50.3,33.7,36.8,63.3,-12.8,2012
St__Francis_PA,NEC,0.20689655172413793,95.2,110.1,.1577,50.6,52.4,24.5,21.2,28,38.5,34.9,33.8,50.6,51.1,33.7,36.6,62.8,-16.4,2012
Radford,BSth,0.13333333333333333,90.9,105.2,.1573,43.6,50.4,20.7,21.8,31.5,36,30.6,51.4,42.3,48.3,30.6,37.3,64.4,-20.2,2012
SIU_Edwardsville,OVC,0.32,95.6,110.7,.1555,50.1,50.2,22.9,18.6,26.8,34.1,37.5,34.9,45.6,51.4,39.7,31.8,67.5,-13.3,2012
Brown,Ivy,0.23333333333333334,94.8,110.4,.1483,47.1,52.2,19.1,17.7,24.7,30.6,28.3,27.7,42.9,49,35.9,39.2,64.1,-17,2012
Howard,MEAC,0.3,90.9,106.2,.1437,42.4,49.9,25,20.9,34.9,33.2,46.1,53.3,40.4,49.8,31.9,33.4,65.4,-13.8,2012
Colgate,Pat,0.26666666666666666,98.4,115.1,.1418,49.5,52,22.1,15.1,26,29.3,35.5,36.6,45.4,49.4,38.4,37.9,65.3,-15.8,2012
Kennesaw_St_,ASun,0.06666666666666667,97.4,114.1,.1391,47.5,57,21.2,19.3,28.9,37.3,31.5,34.4,45.9,57.4,33.5,37.5,62.4,-19.2,2012
Canisius,MAAC,0.16666666666666666,96.3,112.8,.1386,46.2,51.7,21.6,18.4,33.9,36.5,29.1,35,44.6,51.7,32.9,34.5,65.5,-19,2012
UT_Rio_Grande_Valley,GWC,0.25,93.3,109.6,.1367,47.5,50.8,23.1,19.9,24.7,35.5,34.2,33.4,43,50.7,36.1,34.1,63.5,-15.3,2012
Saint_Peter_s,MAAC,0.16129032258064516,89.8,105.5,.1354,45.3,50.5,23.8,22.7,30.1,37.4,29,45.5,44.4,48.4,31.5,36.5,63.4,-19,2012
Northern_Illinois,MAC,0.13333333333333333,91.5,108.2,.1263,42.3,52.4,25.4,18.8,35.1,30.1,31.8,45.4,39.6,49.2,31.3,38.1,62.3,-19.9,2012
Houston_Christian,GWC,0.25925925925925924,93.1,110.2,.1251,45.1,53.6,21.6,21.9,31.6,36.2,39.4,46.3,43.8,52.7,32.3,37.1,70.8,-15.4,2012
Louisiana_Monroe,SB,0.10714285714285714,95.6,113.6,.1218,46.7,52.9,20.3,16.6,26.9,31.4,29,38,43.1,50.2,36,38.2,63.3,-18,2012
Texas_A_M_Corpus_Chris,Slnd,0.2,89.3,106.0,.1217,44,49,22.8,20.1,29.7,33.1,37.9,43.7,43.3,47.4,30.6,34.9,65,-18,2012
Florida_A_M,MEAC,0.25806451612903225,92.8,110.3,.1212,44.5,50.3,22.5,21,35.8,38.5,27.8,42.4,42.7,49.3,32.6,35.2,68.4,-17.9,2012
The_Citadel,SC,0.14285714285714285,92.2,109.6,.1206,47.8,53.7,22.1,18.3,28.4,32.2,33.3,30.6,47.2,55.7,32.7,33.5,63.7,-18.9,2012
Southern,SWAC,0.5,89.5,106.8,.1165,45.4,43.9,21.1,19.4,23.4,36.2,37.7,41.8,44.5,41.7,31.7,32.9,64.1,-10.7,2012
UC_Davis,BW,0.13333333333333333,93.6,112.2,.1113,48.4,52.2,23.4,16.8,26.7,36.1,31.7,37,43.2,51.4,37.4,35.9,65.2,-19.7,2012
Nicholls_St_,Slnd,0.2857142857142857,99.0,119.2,.1050,48,54.8,22.2,18.2,26.9,37.5,36.5,41.2,49.1,52.8,30.8,39.2,65.7,-14.1,2012
Central_Arkansas,Slnd,0.23076923076923078,92.1,111.0,.1048,45.5,54.6,20.3,21.2,32.1,37.3,30.8,44,45.1,55.7,31.1,34.4,71.9,-15.1,2012
Navy,Pat,0.07142857142857142,90.5,109.5,.1008,45.3,54.5,23.3,22,30.9,30.7,33.5,41.3,47.4,53.4,27.9,37.5,60.3,-20.5,2012
Alabama_St_,SWAC,0.3448275862068966,87.3,105.6,.1005,42.7,48.1,22.6,23.6,32.6,33.1,34.1,41.7,41.4,49.8,30.1,29.4,63.7,-14.1,2012
Nebraska_Omaha,ind,0.0625,96.4,116.8,.0988,47.9,55.6,18.3,16.2,23.4,35.4,28.2,30.4,48.7,51.1,31.1,43.1,70.7,-11,2012
Arkansas_Pine_Bluff,SWAC,0.3333333333333333,92.8,112.5,.0988,45.5,50.7,22.4,21.5,31.5,35.2,42.1,42.3,45.8,47.9,30,37.3,65.2,-16.2,2012
Prairie_View_A_M,SWAC,0.3793103448275862,85.0,103.5,.0936,42.7,47.8,23,22.4,33.6,30.5,33.8,42.8,41.1,47.5,31.3,32.2,69.4,-13.4,2012
Alcorn_St_,SWAC,0.25,89.1,108.5,.0935,44.5,48.1,23.3,21.8,26.8,39.1,37.5,44.6,44.5,47.4,29.7,33.1,67.2,-17.3,2012
Chicago_St_,GWC,0.10714285714285714,88.9,108.4,.0926,43.9,52.7,23.8,19.8,29.7,33.2,30.3,41.1,43.8,51,29.3,36.9,69.7,-18.1,2012
Tennessee_Martin,OVC,0.06896551724137931,94.4,115.4,.0902,44.1,55.5,23.3,19.8,33.3,36,34.7,40.3,44.8,56.1,28.2,36,65.2,-20.5,2012
Bryant,NEC,0.06666666666666667,94.3,115.6,.0883,46.8,54.2,22.1,17.5,27.6,34.5,29.5,33.5,47.8,53.2,30.3,37.4,65,-21.7,2012
Maryland_Eastern_Shore,MEAC,0.20689655172413793,86.2,106.2,.0837,42,49.5,25.8,19.4,35.7,32.9,31.5,42.3,42.6,50.2,27.2,32.1,67,-17.2,2012
Towson,CAA,0.03125,88.3,108.8,.0834,40.1,51.1,28.6,16.8,38.5,34.7,40.9,36.4,40,48.4,27,36.9,61.8,-20.9,2012
Fairleigh_Dickinson,NEC,0.10344827586206896,87.7,108.8,.0775,44.7,49.7,22.2,18.8,29.5,34,32.7,38.5,45.7,46.7,27.7,37,66.6,-20.5,2012
UMBC,AE,0.13333333333333333,91.7,113.8,.0773,43.5,53,21,18.7,31.7,33.3,32.2,46,43,52.9,29.7,35.5,68.3,-21,2012
Alabama_A_M,SWAC,0.19230769230769232,90.1,112.6,.0713,45.1,49.2,23.9,20.6,30.4,33.6,35.5,52.9,44.1,48,31.6,35.1,66.8,-17.4,2012
Longwood,ind,0.2222222222222222,97.5,122.1,.0700,48.3,57.8,17.7,16.1,25.3,32.2,25.5,31.5,47.2,55.6,33.2,40.7,69.6,-15.5,2012
Northern_Arizona,BSky,0.1111111111111111,90.1,112.9,.0698,44.2,56.9,22.7,20.9,31.5,33.9,30.4,31.9,42.8,54.6,31.7,41,64.5,-19.2,2012
Jackson_St_,SWAC,0.2,87.5,109.7,.0697,41.8,49.8,23.8,20.8,33.6,36,33,41.7,39.6,49.1,32.2,34.3,61.4,-17.4,2012
South_Carolina_St_,MEAC,0.10344827586206896,92.5,116.2,.0674,43.1,53.8,22.4,17.8,35.6,36.4,34.8,36.1,43.4,51.6,28.2,39.3,68.7,-20.4,2012
Binghamton,AE,0.06451612903225806,86.8,112.8,.0468,43.9,53.5,22.8,19.5,26.8,30.7,34.1,37.7,43.3,52.6,30.2,36.8,64.5,-24.3,2012
Grambling_St_,SWAC,0.14285714285714285,84.0,116.9,.0219,39.8,49.9,24.5,17.4,27.8,36.3,35.7,31.2,39.3,50.5,27.5,32.3,64.5,-19.9,2012
Louisville,BE,0.875,117.0,86.0,.9718,50.6,44.8,18.3,27,38.2,33.3,40,34.9,50.8,43.4,33.3,31.8,65.8,9,2013
Florida,SEC,0.7837837837837838,116.9,87.1,.9670,55.2,43.3,17.8,22.5,34.2,28.4,31,29.9,54.3,41.8,37.8,31,61.5,4.2,2013
Indiana,B10,0.8055555555555556,122.0,91.2,.9660,54.7,44,19.3,20.9,39,31.4,45.8,27,52,43.2,40.3,30.4,66.4,7.7,2013
Gonzaga,WCC,0.9117647058823529,120.1,91.6,.9573,54.9,44.9,17.2,20.8,37.8,29.8,40.8,29.9,55,42.1,36.5,32.9,63.8,7.8,2013
Syracuse,BE,0.75,113.8,88.4,.9480,49,42.6,18.9,23.6,38.8,34.5,36.8,35.4,48.5,42.6,33.4,28.4,64,5.1,2013
Michigan,B10,0.7894736842105263,122.6,95.3,.9478,54.6,48,14.6,18.7,32.5,29.4,28.4,22.7,53.4,47.6,37.9,32.6,63.5,6.2,2013
Kansas,B12,0.8378378378378378,112.8,87.6,.9478,53.3,41.5,20.3,18.4,33.8,29.3,39.5,32,52.9,39.3,36.4,30.3,66.3,7.5,2013
Duke,ACC,0.8333333333333334,119.5,93.0,.9472,53.9,45.5,15.6,20.4,28.8,32.3,39.2,32.7,50.8,46.2,39.9,29,66.4,7.6,2013
Ohio_St_,B10,0.7837837837837838,114.7,90.9,.9357,50.6,45.4,16.2,20.7,31.8,28.2,35.5,29.5,49.4,43.6,35.6,32.4,63.9,7.2,2013
Wisconsin,B10,0.6571428571428571,108.2,85.9,.9344,48.6,43,15.7,18,32.6,26.9,29.7,25.7,48,42.8,33,28.9,60.6,4.6,2013
Michigan_St_,B10,0.7428571428571429,112.4,89.3,.9338,50.6,44.5,20.8,19.2,36.1,27.6,36.6,32.4,50.4,44.3,34.1,30.1,63.1,6.7,2013
Georgetown,BE,0.78125,108.7,86.5,.9321,51.1,43,20.1,22.4,30.4,31,36.8,35.3,50.2,41.4,35.3,30.7,61.1,6.5,2013
Arizona,P12,0.7714285714285715,115.7,93.7,.9180,52.5,46.6,19.5,19.8,35,26.7,37.4,32.9,50.6,43.4,37.1,35.8,65.5,4.6,2013
VCU,A10,0.75,115.0,93.4,.9161,51.3,49.9,16.9,28.5,36.6,34.7,29.8,40.3,50.5,50.1,35.1,32.9,66.8,2.7,2013
Pittsburgh,BE,0.7272727272727273,114.1,92.7,.9158,51.7,44.6,18.1,22,40.4,30,37.5,36.4,51.5,44,34.9,30.4,58.9,3.1,2013
Miami_FL,ACC,0.8055555555555556,113.6,92.4,.9147,51.9,45.7,16.7,18.4,31.3,28.4,34.6,28.3,50.6,44,36.2,32.6,61.7,6.4,2013
Saint_Louis,A10,0.8,109.2,88.9,.9141,50.4,45.5,17.6,23.6,27.9,29.1,44,35,50,44.1,34,33.1,63.3,3.9,2013
Creighton,MVC,0.7777777777777778,117.7,96.4,.9078,58.2,45.9,18.9,16.1,28.8,27.2,34.2,26.1,55.7,45.5,41.4,31.2,63.9,3.6,2013
Wichita_St_,MVC,0.7692307692307693,111.9,92.4,.8998,50,45.3,19.4,20,38,26.5,36.5,38.3,49.6,43.6,33.9,32.2,63.7,2.3,2013
Minnesota,B10,0.6176470588235294,113.7,94.1,.8983,49.3,45.6,21.6,20.2,43.6,33.2,41.6,36.7,48.8,42.8,33.7,33.9,62.8,2.1,2013
Marquette,BE,0.7428571428571429,114.0,94.7,.8944,49.6,46.2,20.9,19.5,38.4,33.1,40.9,31.7,51.6,44.9,29.6,32.3,63.3,4.5,2013
Oklahoma_St_,B12,0.7272727272727273,108.8,90.4,.8941,48.8,44.5,18.2,21.7,31.3,30.8,40.5,35.1,49.5,42.4,31.6,32.4,66,3.2,2013
Iowa,B10,0.6486486486486487,110.2,92.0,.8881,46.4,44,18.6,19.7,36.6,30.8,40.8,31.2,47.1,43.7,29.9,29.7,66.3,0,2013
Saint_Mary_s,WCC,0.7941176470588235,115.3,96.4,.8869,53.7,47.1,18.3,17.9,36.9,25,37,36.9,52.3,44,37.3,36.7,63.5,2.7,2013
North_Carolina,ACC,0.6857142857142857,112.7,94.5,.8832,49.3,48,17.2,21.5,34.6,31.6,28.2,27.1,46.3,46.3,37.2,34.4,70,2.6,2013
Kansas_St_,B12,0.7647058823529411,114.3,95.9,.8828,49.1,47.5,18.2,22.2,38.5,33.8,31.7,36.8,46.8,46.5,35.8,33.3,61.7,5.4,2013
Missouri,SEC,0.6764705882352942,114.6,96.6,.8762,51.2,46.1,18.9,17.6,38.7,28.6,35,29.7,51.4,44.1,33.9,33.2,66.3,1.3,2013
